dont_email,dont_call,occupation,received_free_copy,total_site_visit,total_time_spend_on_site,avg_page_view_per_visit,converted
No,No,Unemployed,No,2.0,1576.0,1.0,1
Yes,No,Unemployed,Yes,8.0,170.0,4.0,0
No,No,Unemployed,Yes,4.0,1078.0,1.33,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,1.0,143.0,1.0,0
No,No,Unemployed,No,4.0,15.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,1646.0,4.0,0
No,No,Unemployed,Yes,2.0,1764.0,2.0,1
No,No,Unemployed,No,3.0,247.0,3.0,0
No,No,Unemployed,No,5.0,947.0,5.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,746.0,2.0,0
No,No,Unemployed,Yes,13.0,243.0,3.25,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,161.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,942.0,1.5,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,2.0,688.0,2.0,1
No,No,Unemployed,Yes,4.0,874.0,2.0,0
No,No,Unemployed,No,5.0,1276.0,1.67,1
No,No,Unemployed,Yes,2.0,219.0,2.0,0
Yes,No,Student,No,1.0,2.0,1.0,0
No,No,Unemployed,No,8.0,1335.0,8.0,1
No,No,Unemployed,Yes,7.0,469.0,7.0,0
No,No,Unemployed,No,2.0,24.0,2.0,0
No,No,Unemployed,No,2.0,391.0,2.0,0
No,No,Unemployed,No,3.0,213.0,1.5,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,3.0,755.0,3.0,1
No,No,Unemployed,No,3.0,85.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,1245.0,2.0,1
No,No,Unemployed,Yes,2.0,64.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,14.0,1822.0,7.0,1
No,No,Working Professional,No,6.0,1522.0,3.0,1
No,No,Unemployed,No,7.0,1379.0,3.5,0
No,No,Unemployed,Yes,4.0,436.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,315.0,2.0,0
Yes,No,Unemployed,Yes,17.0,96.0,5.67,0
No,No,Unemployed,No,2.0,351.0,2.0,0
No,No,Unemployed,No,5.0,818.0,2.5,1
No,No,Unemployed,No,4.0,1412.0,4.0,1
No,No,Unemployed,No,2.0,71.0,2.0,0
No,No,Unemployed,No,3.0,1742.0,3.0,1
No,No,Unemployed,No,3.0,1259.0,3.0,0
No,No,Unemployed,No,2.0,1283.0,1.0,0
No,No,Unemployed,No,3.0,120.0,3.0,0
Yes,No,Unemployed,Yes,13.0,1334.0,6.5,1
No,No,Unemployed,Yes,2.0,1438.0,2.0,1
No,No,Unemployed,No,2.0,1809.0,1.0,1
No,No,Unemployed,No,1.0,299.0,1.0,0
No,No,Unemployed,No,3.0,1590.0,3.0,1
No,No,Unemployed,No,2.0,277.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,9.0,351.0,4.5,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.5977173233270796,1796.0,2.465630081300813,1
No,No,Unemployed,No,3.0,248.0,1.5,1
No,No,Unemployed,Yes,3.0,1686.0,3.0,0
No,No,Unemployed,No,3.0,318.0,3.0,1
No,No,Unemployed,No,4.0,963.0,4.0,1
No,No,Unemployed,No,4.0,1850.0,4.0,1
Yes,No,Unemployed,Yes,2.0,1020.0,2.0,0
No,No,Unemployed,Yes,2.0,1575.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,99.0,4.0,0
No,No,Unemployed,No,16.0,436.0,1.23,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,127.0,2.0,0
No,No,Unemployed,No,8.0,963.0,8.0,0
No,No,Unemployed,No,2.0,8.0,2.0,0
No,No,Unemployed,No,2.0,236.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,Yes,2.0,18.0,2.0,0
No,No,Unemployed,No,8.0,642.0,2.0,1
No,No,Unemployed,Yes,1.0,1463.0,1.0,1
No,No,Unemployed,No,6.0,428.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,8.0,550.0,2.67,0
No,No,Unemployed,Yes,9.0,62.0,2.25,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,1758.0,4.0,1
No,No,Unemployed,No,4.0,1599.0,4.0,1
No,No,Working Professional,No,3.5977173233270796,1687.0,2.465630081300813,1
No,No,Working Professional,No,5.0,439.0,1.67,1
No,No,Working Professional,No,2.0,1303.0,2.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,210.0,2.0,0
No,No,Unemployed,Yes,8.0,10.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,1176.0,1.5,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.5977173233270796,11.0,2.465630081300813,0
No,No,Unemployed,Yes,2.0,245.0,2.0,0
No,No,Unemployed,No,9.0,251.0,4.5,0
No,No,Unemployed,No,4.0,952.0,4.0,1
No,No,Working Professional,Yes,3.0,77.0,3.0,1
No,No,Unemployed,No,2.0,1395.0,1.0,1
No,No,Unemployed,No,3.0,166.0,3.0,0
No,No,Working Professional,Yes,6.0,745.0,1.5,1
No,No,Unemployed,Yes,13.0,246.0,6.5,0
No,No,Unemployed,Yes,2.0,154.0,2.0,0
No,No,Unemployed,No,4.0,1453.0,1.33,1
No,No,Unemployed,Yes,3.0,1484.0,3.0,1
No,No,Unemployed,No,2.0,1130.0,2.0,1
No,No,Unemployed,No,3.5977173233270796,1464.0,2.465630081300813,1
No,No,Unemployed,Yes,3.0,1039.0,1.5,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,9.0,165.0,4.5,0
No,No,Unemployed,Yes,2.0,158.0,2.0,0
No,No,Unemployed,No,1.0,1486.0,1.0,1
Yes,No,Unemployed,Yes,4.0,1040.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,1698.0,3.0,1
No,No,Unemployed,Yes,2.0,1178.0,2.0,1
No,No,Student,Yes,2.0,298.0,2.0,0
No,No,Unemployed,No,5.0,320.0,5.0,0
No,No,Unemployed,Yes,6.0,1552.0,1.5,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,269.0,2.0,0
Yes,No,Unemployed,Yes,3.0,40.0,3.0,0
No,No,Student,No,6.0,1181.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,2.0,271.0,2.0,0
No,No,Unemployed,Yes,2.0,1071.0,2.0,1
No,No,Working Professional,Yes,2.0,1520.0,2.0,1
No,No,Unemployed,Yes,6.0,88.0,6.0,0
No,No,Unemployed,No,2.0,942.0,2.0,1
No,No,Unemployed,No,6.0,124.0,6.0,0
No,No,Unemployed,Yes,5.0,1096.0,2.5,0
No,No,Unemployed,No,9.0,458.0,3.0,0
No,No,Working Professional,No,2.0,1441.0,2.0,1
Yes,No,Unemployed,Yes,5.0,100.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,3.5977173233270796,972.0,2.465630081300813,1
No,No,Unemployed,No,5.0,35.0,1.25,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,1110.0,1.5,1
No,No,Unemployed,No,2.0,52.0,2.0,0
No,No,Unemployed,Yes,17.0,336.0,5.67,0
No,No,Unemployed,Yes,10.0,124.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,12.0,1354.0,6.0,0
No,No,Unemployed,No,8.0,19.0,4.0,1
No,No,Unemployed,No,2.0,485.0,2.0,1
No,No,Working Professional,No,4.0,918.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,883.0,2.0,0
No,No,Working Professional,No,3.0,676.0,3.0,1
No,No,Unemployed,Yes,11.0,420.0,5.5,0
No,No,Unemployed,No,2.0,849.0,2.0,1
No,No,Unemployed,Yes,3.0,54.0,3.0,0
No,No,Unemployed,No,3.0,131.0,3.0,1
No,No,Unemployed,Yes,2.0,1740.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,1186.0,5.0,1
No,No,Unemployed,No,3.0,1126.0,1.5,1
No,No,Unemployed,No,2.0,144.0,2.0,0
No,No,Unemployed,No,2.0,1166.0,2.0,1
No,No,Unemployed,No,10.0,1634.0,5.0,0
No,No,Unemployed,No,2.0,116.0,2.0,0
No,No,Unemployed,No,2.0,1556.0,1.0,1
No,No,Unemployed,No,5.0,987.0,2.5,1
No,No,Unemployed,Yes,2.0,122.0,2.0,0
No,No,Unemployed,No,5.0,1113.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,1.0,583.0,1.0,0
No,No,Unemployed,No,4.0,866.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,5.0,579.0,5.0,1
No,No,Unemployed,No,1.0,1232.0,1.0,1
No,No,Unemployed,Yes,3.0,176.0,3.0,0
No,No,Unemployed,No,3.0,403.0,3.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,No,3.0,156.0,1.5,1
No,No,Working Professional,No,7.0,1600.0,2.33,1
No,No,Unemployed,Yes,18.0,59.0,2.57,1
No,No,Unemployed,No,2.0,1366.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,6.0,168.0,1.2,0
No,No,Unemployed,No,3.5977173233270796,1127.0,2.465630081300813,1
No,No,Unemployed,No,10.0,1324.0,2.0,1
No,No,Unemployed,Yes,5.0,227.0,5.0,0
No,No,Unemployed,Yes,4.0,348.0,4.0,0
No,No,Unemployed,No,1.0,95.0,1.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,10.0,1337.0,10.0,1
No,No,Unemployed,Yes,6.0,1343.0,3.0,1
No,No,Unemployed,Yes,2.0,1498.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,9.0,96.0,4.5,0
No,No,Unemployed,Yes,11.0,1116.0,3.67,1
No,No,Unemployed,No,4.0,1144.0,2.0,0
No,No,Unemployed,No,5.0,1171.0,5.0,1
No,No,Unemployed,Yes,2.0,1386.0,2.0,1
No,No,Unemployed,No,3.0,264.0,3.0,0
No,No,Unemployed,No,5.0,274.0,2.5,0
Yes,No,Unemployed,No,3.0,922.0,3.0,1
Yes,No,Unemployed,No,4.0,1295.0,4.0,1
No,No,Working Professional,No,3.0,105.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,6.0,136.0,3.0,0
No,No,Unemployed,Yes,7.0,22.0,7.0,0
No,No,Student,Yes,4.0,906.0,4.0,1
No,No,Working Professional,Yes,2.0,1266.0,2.0,1
No,No,Unemployed,No,4.0,12.0,2.0,0
No,No,Unemployed,Yes,6.0,1073.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,1494.0,2.0,1
No,No,Unemployed,No,2.0,727.0,2.0,1
No,No,Unemployed,No,2.0,1639.0,1.0,1
No,No,Unemployed,No,7.0,300.0,1.75,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,1.0,421.0,1.0,0
No,No,Unemployed,Yes,2.0,1448.0,2.0,0
No,No,Working Professional,Yes,13.0,1018.0,6.5,1
No,No,Unemployed,No,9.0,181.0,3.0,0
No,No,Unemployed,No,2.0,783.0,2.0,1
No,No,Businessman,No,14.0,63.0,2.8,0
No,No,Unemployed,No,3.0,64.0,3.0,0
No,No,Unemployed,No,5.0,1204.0,5.0,1
No,No,Unemployed,No,2.0,153.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,3.0,605.0,3.0,0
No,No,Working Professional,No,4.0,804.0,1.33,1
No,No,Working Professional,No,5.0,256.0,5.0,1
No,No,Unemployed,Yes,5.0,38.0,2.5,0
No,No,Unemployed,Yes,2.0,707.0,2.0,1
No,No,Unemployed,Yes,4.0,86.0,4.0,1
Yes,No,Working Professional,Yes,6.0,1525.0,6.0,1
No,No,Unemployed,No,4.0,1288.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,1123.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,930.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,5.0,614.0,5.0,1
Yes,No,Unemployed,No,3.0,231.0,3.0,0
No,No,Unemployed,No,2.0,1106.0,2.0,1
No,No,Unemployed,Yes,5.0,3.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,2.0,403.0,2.0,0
No,No,Unemployed,No,18.0,217.0,1.64,1
No,No,Working Professional,Yes,2.0,1381.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,11.0,67.0,11.0,0
No,No,Unemployed,Yes,2.0,254.0,2.0,1
No,No,Unemployed,Yes,6.0,23.0,3.0,0
No,No,Unemployed,No,3.5977173233270796,1558.0,2.465630081300813,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.5977173233270796,521.0,2.465630081300813,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,317.0,2.0,0
No,No,Unemployed,Yes,4.0,1.0,4.0,1
No,No,Unemployed,No,5.0,98.0,2.5,0
No,No,Unemployed,No,5.0,1280.0,5.0,1
No,No,Unemployed,No,3.0,272.0,3.0,0
No,No,Unemployed,Yes,5.0,169.0,5.0,1
No,No,Unemployed,No,2.0,29.0,2.0,0
No,No,Working Professional,No,9.0,1316.0,4.5,1
No,No,Unemployed,No,2.0,389.0,2.0,0
No,No,Unemployed,Yes,3.0,1359.0,3.0,0
No,No,Unemployed,No,10.0,122.0,10.0,0
No,No,Working Professional,No,2.0,240.0,2.0,1
No,No,Unemployed,No,5.0,408.0,5.0,0
No,No,Unemployed,No,2.0,80.0,2.0,0
No,No,Unemployed,No,3.0,252.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,235.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,1381.0,3.0,1
No,No,Unemployed,No,5.0,1328.0,2.5,1
No,No,Unemployed,No,3.0,1490.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,5.0,1323.0,5.0,1
No,No,Unemployed,Yes,9.0,1524.0,9.0,1
No,No,Working Professional,No,4.0,234.0,4.0,1
No,No,Unemployed,No,3.0,1357.0,3.0,1
No,No,Unemployed,Yes,2.0,1603.0,2.0,0
No,No,Unemployed,No,3.5977173233270796,1212.0,2.465630081300813,1
No,No,Unemployed,Yes,13.0,139.0,13.0,0
No,No,Working Professional,Yes,7.0,257.0,7.0,1
No,No,Unemployed,Yes,2.0,31.0,2.0,0
Yes,No,Unemployed,No,4.0,32.0,4.0,0
No,No,Unemployed,No,3.0,14.0,1.0,1
No,No,Unemployed,No,8.0,2137.0,8.0,1
No,No,Unemployed,No,10.0,65.0,5.0,0
No,No,Unemployed,No,3.0,382.0,1.5,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,7.0,941.0,7.0,1
No,No,Unemployed,Yes,2.0,899.0,2.0,1
No,No,Unemployed,No,4.0,30.0,2.0,0
No,No,Unemployed,No,4.0,75.0,4.0,0
No,No,Unemployed,No,1.0,263.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,4.0,1088.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,812.0,4.0,1
No,No,Unemployed,Yes,2.0,345.0,2.0,0
No,No,Unemployed,No,5.0,122.0,5.0,0
No,No,Unemployed,Yes,4.0,246.0,4.0,0
No,No,Unemployed,No,2.0,457.0,2.0,0
No,No,Unemployed,No,7.0,133.0,3.5,0
No,No,Unemployed,Yes,3.0,209.0,3.0,1
No,No,Unemployed,No,5.0,1489.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,253.0,2.0,0
No,No,Working Professional,Yes,3.0,1250.0,3.0,1
No,No,Unemployed,No,4.0,206.0,4.0,0
No,No,Unemployed,No,4.0,1696.0,4.0,1
No,No,Unemployed,No,1.0,123.0,1.0,0
No,No,Unemployed,No,2.0,68.0,2.0,1
No,No,Unemployed,Yes,1.0,125.0,1.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,3.0,1124.0,3.0,1
No,No,Unemployed,Yes,3.0,195.0,1.5,0
No,No,Unemployed,No,8.0,903.0,8.0,1
No,No,Unemployed,Yes,9.0,1390.0,4.5,1
No,No,Unemployed,No,6.0,213.0,6.0,0
No,No,Unemployed,Yes,2.0,250.0,2.0,0
Yes,No,Working Professional,Yes,8.0,815.0,8.0,1
No,No,Unemployed,Yes,3.0,1287.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,53.0,2.0,0
No,No,Unemployed,No,3.0,399.0,3.0,1
No,No,Unemployed,Yes,7.0,397.0,7.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,1390.0,4.0,1
No,No,Unemployed,Yes,2.0,173.0,2.0,0
No,No,Unemployed,No,4.0,84.0,4.0,0
No,No,Working Professional,No,4.0,688.0,2.0,1
No,No,Unemployed,Yes,4.0,1104.0,4.0,1
Yes,No,Unemployed,No,1.0,157.0,1.0,0
No,No,Unemployed,No,4.0,1500.0,4.0,1
No,No,Unemployed,No,3.0,797.0,3.0,1
No,No,Unemployed,Yes,4.0,231.0,4.0,1
No,No,Working Professional,No,2.0,207.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,1106.0,4.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,5.0,4.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,995.0,1.33,1
No,No,Unemployed,No,3.0,1033.0,3.0,1
No,No,Unemployed,No,4.0,1098.0,4.0,0
No,No,Unemployed,No,3.0,1722.0,1.5,0
No,No,Unemployed,Yes,3.0,802.0,3.0,1
No,No,Unemployed,No,4.0,225.0,2.0,0
No,No,Unemployed,No,9.0,221.0,3.0,0
No,No,Unemployed,No,6.0,14.0,3.0,0
No,No,Working Professional,Yes,2.0,1107.0,2.0,0
Yes,No,Unemployed,Yes,4.0,804.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,1396.0,3.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,10.0,1156.0,3.33,1
No,No,Unemployed,No,3.0,47.0,3.0,1
No,No,Unemployed,No,3.5977173233270796,1182.0,2.465630081300813,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,202.0,2.0,0
No,No,Unemployed,Yes,8.0,269.0,8.0,0
No,No,Unemployed,No,3.5977173233270796,1620.0,2.465630081300813,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,4.0,1256.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Student,No,9.0,287.0,3.0,1
No,No,Unemployed,Yes,6.0,1212.0,3.0,1
No,No,Unemployed,Yes,4.0,289.0,4.0,0
No,No,Unemployed,Yes,3.0,458.0,1.5,0
No,No,Unemployed,No,3.0,519.0,1.0,1
No,No,Unemployed,No,3.0,1353.0,3.0,1
No,No,Unemployed,No,2.0,1349.0,2.0,1
No,No,Unemployed,No,4.0,1184.0,2.0,1
No,No,Unemployed,Yes,4.0,5.0,4.0,0
No,No,Unemployed,Yes,9.0,351.0,1.8,1
No,No,Unemployed,Yes,6.0,52.0,2.0,0
No,No,Unemployed,No,4.0,1304.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,1.0,419.0,1.0,0
Yes,No,Unemployed,No,10.0,613.0,10.0,0
No,No,Unemployed,No,2.0,109.0,2.0,0
No,No,Unemployed,Yes,3.0,1152.0,3.0,1
No,No,Unemployed,Yes,1.0,442.0,1.0,0
Yes,No,Unemployed,No,1.0,246.0,1.0,0
Yes,No,Student,No,1.0,120.0,1.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,63.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,422.0,2.0,0
No,No,Unemployed,No,3.0,342.0,3.0,0
No,No,Unemployed,Yes,2.0,641.0,2.0,0
No,No,Unemployed,No,4.0,1494.0,4.0,1
No,No,Unemployed,No,7.0,5.0,7.0,0
No,No,Unemployed,No,3.0,308.0,1.5,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,6.0,1399.0,6.0,1
No,No,Unemployed,Yes,2.0,65.0,2.0,0
No,No,Unemployed,No,3.0,1029.0,3.0,1
No,No,Unemployed,Yes,3.0,139.0,3.0,1
No,No,Unemployed,Yes,8.0,321.0,4.0,0
No,No,Unemployed,No,3.5977173233270796,1724.0,2.465630081300813,0
No,No,Unemployed,No,3.0,1712.0,3.0,1
No,No,Unemployed,No,4.0,884.0,4.0,0
No,No,Unemployed,Yes,4.0,475.0,4.0,1
No,No,Unemployed,No,3.0,1490.0,3.0,1
No,No,Student,Yes,2.0,339.0,2.0,0
No,No,Unemployed,Yes,19.0,312.0,2.38,1
No,No,Unemployed,No,11.0,496.0,3.67,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,6.0,155.0,6.0,0
No,No,Unemployed,No,6.0,1129.0,3.0,1
Yes,No,Unemployed,No,2.0,840.0,2.0,1
No,No,Unemployed,No,3.5977173233270796,1427.0,2.465630081300813,1
Yes,No,Unemployed,Yes,4.0,209.0,4.0,0
No,No,Unemployed,No,2.0,45.0,2.0,0
No,No,Unemployed,Yes,7.0,1759.0,7.0,1
No,No,Unemployed,Yes,27.0,573.0,1.93,1
No,No,Unemployed,Yes,4.0,101.0,4.0,0
No,No,Unemployed,No,2.0,106.0,2.0,0
No,No,Unemployed,No,11.0,1189.0,11.0,0
No,No,Unemployed,Yes,11.0,1054.0,2.75,1
No,No,Unemployed,Yes,6.0,160.0,6.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,1552.0,3.0,1
No,No,Unemployed,No,4.0,177.0,4.0,0
No,No,Unemployed,Yes,2.0,682.0,2.0,0
No,No,Unemployed,No,2.0,369.0,2.0,0
No,No,Unemployed,No,6.0,299.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,1198.0,2.0,0
Yes,No,Unemployed,No,3.0,383.0,3.0,0
No,No,Unemployed,No,3.0,432.0,1.5,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,1213.0,1.5,1
No,No,Unemployed,No,9.0,1150.0,4.5,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,150.0,4.0,0
No,No,Unemployed,Yes,4.0,1078.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Student,Yes,3.0,89.0,1.5,0
No,No,Working Professional,No,8.0,1342.0,2.67,1
No,No,Unemployed,Yes,2.0,407.0,2.0,0
No,No,Working Professional,Yes,2.0,660.0,2.0,1
No,No,Unemployed,No,5.0,431.0,1.25,0
No,No,Unemployed,No,2.0,59.0,2.0,0
No,No,Unemployed,No,2.0,118.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,6.0,410.0,6.0,0
No,No,Unemployed,Yes,2.0,370.0,2.0,0
No,No,Unemployed,No,6.0,168.0,3.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,286.0,2.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,4.0,692.0,4.0,1
No,No,Working Professional,No,2.0,1132.0,1.0,1
No,No,Unemployed,No,3.0,294.0,1.5,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1324.0,2.0,0
No,No,Unemployed,Yes,5.0,336.0,5.0,0
No,No,Unemployed,Yes,5.0,124.0,2.5,0
No,No,Unemployed,No,3.0,686.0,3.0,0
No,No,Unemployed,Yes,11.0,220.0,11.0,0
Yes,No,Unemployed,No,2.0,833.0,2.0,1
No,No,Unemployed,Yes,4.0,1224.0,4.0,1
No,No,Unemployed,Yes,3.0,1136.0,3.0,1
No,No,Unemployed,Yes,2.0,284.0,2.0,1
No,No,Unemployed,No,4.0,1622.0,4.0,0
No,No,Unemployed,No,8.0,1232.0,4.0,1
No,No,Unemployed,No,6.0,1217.0,6.0,0
No,No,Unemployed,Yes,2.0,1419.0,2.0,0
No,No,Unemployed,No,5.0,967.0,2.5,1
No,No,Unemployed,No,2.0,1494.0,1.0,1
No,No,Unemployed,No,3.0,142.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,388.0,2.0,0
No,No,Unemployed,No,4.0,1416.0,4.0,1
No,No,Unemployed,No,1.0,14.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,1.0,109.0,1.0,0
No,No,Unemployed,No,4.0,225.0,4.0,0
No,No,Unemployed,No,3.0,312.0,3.0,1
No,No,Working Professional,Yes,2.0,883.0,2.0,1
No,No,Unemployed,No,4.0,55.0,2.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,719.0,4.0,1
No,No,Unemployed,No,3.0,109.0,1.5,0
No,No,Unemployed,No,4.0,377.0,1.33,0
No,No,Unemployed,Yes,3.0,126.0,3.0,0
No,No,Unemployed,Yes,4.0,359.0,1.33,0
No,No,Unemployed,Yes,9.0,1022.0,1.5,1
No,No,Unemployed,Yes,3.0,271.0,3.0,0
